x0,x1,y
0.34226876882675805,0.02953448388511176,1
0.024359362967196777,-0.15465884616527406,1
-0.7867774792867072,-0.7571857600770094,-1
0.08269603832623551,0.19295810209466305,1
-0.21979462699376454,0.23370973289730565,1
0.2503714471430064,-0.036072795154193524,1
0.8850080232889987,0.5018122938714179,-1
-1.014291569539103,0.2168063054654859,-1
-0.9492484950567168,-0.7777853663902717,-1
-0.2993542739525331,0.05766985469903889,1
0.8938808177761479,0.0069447966367935585,-1
0.2388092536619182,0.2786509467501534,1
-0.06284382636207375,-0.1894303681567167,1
-0.9567253384616236,-0.024667904207850838,-1
0.13820587269660606,0.21371076722682816,1
0.677556490745841,0.6406697949146976,-1
0.08228525845961566,-0.1709173837942629,1
-0.5413993694948739,0.6640899188323597,-1
1.0480107200422066,0.3187158264497697,-1
0.44612688542693524,0.8525461475770969,-1
0.76465724463605,0.48128490829833,-1
1.0185979519186092,-0.19423435463730704,-1
-0.8977919086915923,-0.8540271705062465,-1
-0.7073502547300162,-0.6681878350993455,-1
0.022720405801735417,-0.34508607120617324,1
-0.07842365665551396,-0.039450850262906886,1
0.986982044235772,0.4205421208591767,-1
0.41850872247589177,1.0000981420647748,-1
-0.3181820785096716,0.04831148745313586,1
0.8925128260206516,0.08664404821781987,-1
-0.029649437886717728,-0.21645494920248626,1
-0.17719927901293797,0.2399534114820111,1
-0.09837849762172951,0.28932638459402893,1
-0.24560438936353046,-0.28803628324427255,1
0.4439409519316715,-0.9206134185813303,-1
-0.3435173180497418,0.02972960709140885,1
0.18693926367793945,-0.07591402186663601,1
-0.12218922488472916,-1.0400798529139952,-1
0.13610975991240576,-0.15604059106677387,1
-0.946973514827935,-0.22703352325445827,-1
-0.9135708073297846,0.3836429626728418,-1
0.18891451444018137,0.05477290136006514,1
-0.01676980671860599,0.34372675192922797,1
-0.1627277194856207,0.3435445858408113,1
-1.2249154307672971,0.17603238013368694,-1
-0.1068366802320137,-0.011800250048372499,1
-0.04573847700967154,-0.340708611346189,1
-0.2843707777488504,0.9710580213595825,-1
-0.6896030478614815,-0.7466087153150235,-1
0.23667648377477282,0.10848221516497772,1
-0.38644941000922406,-0.9321676987424887,-1
-0.9300032667374728,-0.49289147187145765,-1
-1.0709985019929265,-0.27819985483046283,-1
0.6761188580401791,-0.8329254882419518,-1
-0.12695212227878855,-0.24712335406000074,1
0.28067883561249096,0.16948921338206852,1
-0.8716130443293066,-0.23129327707734512,-1
-1.0113366455234007,-0.24376734222737173,-1
0.4594271953910016,-0.03781298387481903,1
-0.6516646608279828,-0.8122114320208782,-1
0.24559541040413546,0.327899766261198,1
0.15811817271930234,0.40889448238288006,1
-0.19477851106047991,1.068250993817725,-1
-0.6532517369432522,0.5016735894863873,-1
0.4806182272686001,-0.8944888446003759,-1
-0.8869593000875569,0.6306428092357609,-1
-1.119386743778726,-0.11219370588266904,-1
0.42201738968254665,0.21153647564266165,1
-1.0053775820729314,-0.1223685324182776,-1
0.02086516264841562,0.2978496709682747,1
-0.24246563428238463,-0.07233243270058419,1
-0.8850960460491667,-0.4503246711997434,-1
-0.2289465276134408,0.2018194876560278,1
-1.0536681673861796,0.09457999204129719,-1
0.1137064568355634,-0.157150047096344,1
0.21667028534080812,-0.8548354846848021,-1
0.25355682757635223,-1.0943101011063157,-1
-0.23002887133431185,-0.1561708263441647,1
0.045731914543906384,0.2733801053346752,1
-0.11054456330519756,0.07525859842478119,1
-0.9164144575668609,-0.14588033809862738,-1
0.7742019200193286,-0.4179723933033565,-1
0.17134494426848954,-0.9243612859344923,-1
0.12219716936938477,-0.09378051607503657,1
-0.007962531852116594,-0.24028418871288745,1
-0.218834977470012,0.2010836562841483,1
-0.8586006143031542,0.2641897237850731,-1
0.3505380239396213,-0.06457185534123744,1
0.9116403661484287,-0.0382516488641647,-1
0.14288642248382352,-0.3725556668637471,1
0.650250848688593,-0.4972730207229815,-1
1.0003593283437355,-0.054197977135329485,-1
0.1789197984930856,-0.18200730563986917,1
-0.9962014510293623,-0.3474974017831193,-1
-0.024376287116537172,0.21153771210990804,1
0.892029634059392,-0.1057041445654145,-1
0.2661725806277144,0.10074737076915583,1
0.3371794050401427,0.8890933543789726,-1
0.04863774213561853,-0.9458410794608846,-1
-0.06192631006711268,0.2863017723169528,1
-0.1586893280012417,-0.12373025571216031,1
-0.13093743720988926,-0.37292993271895614,1
0.43683736456795885,0.7375990645670758,-1
0.22803778204934794,-0.3299363101691145,1
-0.7683022936919978,-0.6295408965878101,-1
-0.09407829225681535,0.47607604761727096,1
-0.08590560048751722,0.15120091369980646,1
-0.20592457818497342,0.002136631828355273,1
0.15540901225569265,-0.15227776542903493,1
-0.9038335807626967,0.587067574026279,-1
0.3436264067115227,0.9924641935011275,-1
0.133022797136501,0.22404462036341083,1
0.8817640668227833,-0.34563387408955043,-1
0.28203542411049104,0.1319520849058741,1
-0.8760861133838376,-0.11874001166915636,-1
0.045357868929795986,-0.9983103427668927,-1
0.30115999935126236,0.21493358894695638,1
0.060231274205979936,-0.9952890465393468,-1
1.0322548007403751,-0.20948153381350348,-1
0.46113306973886936,0.12378976517138976,1
-0.14490922225084085,-0.25449791616295664,1
-0.09052955821522753,-0.42958912822458073,1
-0.00632915278554385,0.9912966259513663,-1
0.13033021855570764,-0.11345292724051813,1
0.9839377769741415,0.625729111798308,-1
-0.052672891129653135,-0.2965418125426588,1
0.18723406134168916,-0.8603149810886863,-1
-0.9663613298646219,-0.43768724245090573,-1
0.23781093318527977,-0.35904058158480945,1
0.09370906301686403,0.33076513569123583,1
0.9298891149008011,0.009277837435733877,-1
0.15028189452025653,0.2925561784635192,1
0.060267474280488356,0.3387699188200532,1
-0.1886348908422973,0.1706007777530809,1
-0.34802819591890805,-0.04607700172206903,1
-0.12288605573449064,0.22331966762056682,1
-0.6909627087442368,-0.7634872573600676,-1
0.96263401515733,-0.06116511106965988,-1
0.3236665335619509,0.08512603308589198,1
0.10610225825988596,-0.3133898405577886,1
0.30171396408128637,0.895355725375367,-1
-0.15737167600206597,0.24463181889952557,1
0.1845393975950706,-0.016241854760235097,1
-1.0034185852213036,-0.13007368573799716,-1
-1.068987558037767,-0.4637187286314454,-1
0.5605184213933254,-0.7349340731855516,-1
0.06084175634434698,-0.8001511063941038,-1
0.24347031551938617,-1.0743317267041435,-1
0.7626533034918557,0.6038502095003965,-1
0.9380559611295404,0.6105833573353443,-1
-0.8406885777102693,-0.2420554739607203,-1
1.0579177072053607,0.5056510044088259,-1
0.4867037713901936,-0.9944613461595675,-1
-0.13304263019589124,0.01892672068099033,1
0.24847366356498377,-0.22137906107004474,1
0.1341822815301315,-0.038627633997915335,1
0.8319231966636939,-0.42263550505946024,-1
-0.1753628025332047,-0.964918875632054,-1
-0.012971027798355558,-0.3462592485003997,1
0.9475077934039903,-0.2773773082515869,-1
0.3476237110818468,0.2770393498157653,1
0.16337372539447367,-0.133655772136497,1
-0.258410628382389,0.2518673673128965,1
-0.010029237535363208,-0.2540343425885968,1
0.05093621330741005,-0.006068061641126582,1
0.13430789738044838,-1.0029462826430147,-1
-0.6905606462949159,-0.8946981404305725,-1
0.3599589217877068,-0.11084015661549969,1
-0.40526763567063206,-1.016923172151,-1
0.39735685784416847,-0.7800403765798126,-1
0.34053575760594723,-0.2374411061222274,1
-0.33496585315160277,-0.30020956846711355,1
-0.17044572246205658,1.0729782803988057,-1
-0.290274647984975,-0.2754234097411974,1
1.012556046610351,-0.008005959011361335,-1
-0.3847377174067486,-0.08209777928939785,1
-1.2094640619895194,0.009504482962271826,-1
-0.08729832595780568,0.43657103198853436,1
-0.05830724895809951,-0.3512887597005713,1
-0.2868001173673654,0.9069481596834433,-1
-0.22131966515031404,-0.15937228382336854,1
0.23587539711451222,0.12283430932828507,1
0.9581456727883026,-0.5038744765812383,-1
-0.6331524813812841,-0.7488450982889957,-1
0.3210319983434765,-0.1365946859092354,1
0.13769058093720166,-0.25832494903086006,1
-0.2634033068022248,0.1033463266197281,1
0.8229766165261561,-0.40111797410031647,-1
-0.2917295639836449,-0.250377104599798,1
-0.8020522523943336,0.4409088252732133,-1
-0.05955185570517406,-0.15740784998156526,1
-0.13852071436390417,-0.19009217863664274,1
0.8366613094741643,-0.6678640604409288,-1
0.9032389764538604,0.15970533737830145,-1
-0.239397203126538,-0.029290403282091593,1
-0.23368126371952258,0.29623265195392845,1
-0.2271882294995101,0.1846876455651079,1
-0.7872086136416527,0.30684672020684245,-1
0.0008974942060646501,0.3413580795081323,1
-0.22849468516631302,1.1308893358519636,-1
-0.2611186009721692,0.25261855419646895,1
0.4040661150161511,-0.08081137942334676,1
-0.4055546910489939,-1.022540067454743,-1
0.14083935468365497,0.011426914983016553,1
-0.0067480843759080145,-0.2646194118356176,1
0.08418391103940266,0.4208791284809678,1
-0.24513243144947677,-0.2251268421971685,1
0.3118917726835088,0.03473866208738751,1
0.294412780232761,0.13134965665787918,1
0.21884990474732405,-0.20876876167153097,1
0.1537899188723133,0.9877748748168936,-1
0.0120150386561408,0.13128930490384652,1
0.8244034404896179,0.40572923881305234,-1
0.16184864289567213,-0.14441222896094333,1
0.06460426861835378,-0.33211475579561955,1
0.09612054473063653,0.048377600263092374,1
-0.46510229989711266,1.1341868466328737,-1
-0.23618246395315268,1.0949424163010915,-1
0.8171434222874226,0.3726464121322344,-1
0.06562847946215462,0.18797246469080026,1
-0.2022216249701156,-0.19264690931204906,1
